
1005	KID	Kidnapping	Kidnap Minor	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
1006	KID	Kidnapping	Kidnap Adult	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
1007	KID	Kidnapping	Kidnap Hostage For Escape	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
1008	KID	Kidnapping	Abduct-No Ransom or Assault		Level 1
1009	KID	Kidnapping	Kidnap-Hijack Aircraft		Level 1
1010	KID	Kidnapping	Kidnap Minor-Parental	If the sentence is greater than 1 year, then it's a Level 2.  If the sentence is less than or equal to 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3


1011	KID	Kidnapping	Kidnap Minor-Nonparental	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
1020	KID	Kidnapping	False Imprisonment-Minor-Nonparental	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
1021	KID	Kidnapping	False Imprisonment-Minor-Parental	If the sentence is greater than 1 year, then it's a Level 2.  If the sentence is less than or equal to 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
1099	KID	Kidnapping	Kidnapping	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
1101	SXA	Sexual Assault	Rape - Gun		Level 1
1102	SXA	Sexual Assault	Rape With Weapon		Level 1
1103	SXA	Sexual Assault	Rape - Strongarm		Level 1
1104	SXA	Sexual Assault	Sex Assault - Sodomy-Boy-Gun		Level 1
1105	SXA	Sexual Assault	Sex Assault - Sodomy-Man-Gun	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
1106	SXA	Sexual Assault	Sex Assault - Sodomy-Girl-Gun		Level 1
1107	SXA	Sexual Assault	Sex Assault - Sodomy-Woman-Gun	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
1108	SXA	Sexual Assault	Sex Assault - Sodomy-Boy-Weapon		Level 1
1109	SXA	Sexual Assault	Sex Assault - Sodomy-Man-Weapon	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
1110	SXA	Sexual Assault	Sex Assault - Sodomy-Girl-Weapon		Level 1
1111	SXA	Sexual Assault	Sex Assault - Sodomy-Woman-Weapon	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
1112	SXA	Sexual Assault	Sex Assault - Sodomy-Boy-Strongarm		Level 1


1113	SXA	Sexual Assault	Sex Assault - Sodomy-Man-Strongarm	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
1114	SXA	Sexual Assault	Sex Assault - Sodomy-Girl-Strongarm		Level 1
1115	SXA	Sexual Assault	Sex Assault - Sodomy-Woman-Strongarm	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
1116	SXA	Sexual Assault	Statutory Rape - No Force	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
1117	SXA	Sexual Assault	Sex Assault - Carnal Abuse	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
1118	SXA	Sexual Assault	Rape - Elderly		Level 1
1119	SXA	Sexual Assault	Rape - Disabled		Level 1
1120	SXA	Sexual Assault	Sex Assault - Elderly		Level 1
1121	SXA	Sexual Assault	Sex Assault - Disabled		Level 1
1122	SXA	Sexual Assault	Rape - Drug-Induced		Level 1
1123	SXA	Sexual Assault	Sexual Assault - Drug-Induced	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
1198	SXA	Sexual Assault	Rape - Remarks		Level 1
1199	SXA	Sexual Assault	Sex Assault	If the sexual assault occurred with a minor, then it's a Level 1.  If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present then it's a Level 1	Level 1
1201	ROB	Robbery	Robbery - Business-Gun	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
1202	ROB	Robbery	Robbery - Business Weapon	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1


1203	ROB	Robbery	Robbery - Business-Strongarm	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
1204	ROB	Robbery	Robbery - Street-Gun	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
1205	ROB	Robbery	Robbery - Street-Weapon	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
1206	ROB	Robbery	Robbery - Street-Strongarm	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
1207	ROB	Robbery	Robbery - Residence-Gun	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
1208	ROB	Robbery	Robbery - Residence-Weapon	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
1209	ROB	Robbery	Robbery - Residence-Strongarm	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
1210	ROB	Robbery	Forcible Purse Snatching	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
1211	ROB	Robbery	Robbery - Banking-Type Institution	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
1212	ROB	Robbery	Carjacking-Armed	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1


1299	ROB	Robbery	Robbery	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
1301	ASSL	Assault	Aggravated Assault - Family-Gun	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
1302	ASSL	Assault	Aggravated Assault - Family-Weapon	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
1303	ASSL	Assault	Aggravated Assault - Family-Strongarm	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
1304	ASSL	Assault	Aggravated Assault - Non-family-Gun	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
1305	ASSL	Assault	Aggravated Assault - Non-family-Weapon	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
1306	ASSL	Assault	Aggravated Assault - Non-family-Strongarm	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
1307	ASSL	Assault	Aggravated Assault - Public Officer-Gun	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
1308	ASSL	Assault	Aggravated Assault - Public Officer-Weapon	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
1309	ASSL	Assault	Aggravated Assault - Public Officer-Strongarm	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1


1310	ASSL	Assault	Aggravated Assault - Police Officer-Gun	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
1311	ASSL	Assault	Aggravated Assault - Police Officer-Weapon	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
1312	ASSL	Assault	Aggravated Assault - Police Officer-Strongarm	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
1313	ASSL	Assault	Simple Assault	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
1314	ASSL	Assault	Aggravated Assault - Gun	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
1315	ASSL	Assault	Aggravated Assault - Weapon	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
1316	ASSL	Assault	Intimidation	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
1399	ASSL	Assault	Assault	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
1401	ABOR	Abortion	Abortional Act on Other	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
1402	ABOR	Abortion	Abortional Act on Self	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3


1403	ABOR	Abortion	Submission To Abortional Act	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
1404	ABOR	Abortion	Abortifacient (selling, mfg., delivering, etc.)	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
1499	ABOR	Abortion	Abortion	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
1601	THRT	Threat	Threaten Federal Protectee	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 2.	Level 2
1602	THRT	Threat	Threat Terroristic State Offenses		Level 1
1701	THRT	Threat	State/Local-Material Witness	If there is sentencing / conviction info, it is Level 3 ; If no sentence / conviction info, then the code is considered no crime (N/A)	NA
1702	THRT	Threat	Federal-Material Witness	If there is sentencing / conviction info, it is Level 3 ; If no sentence / conviction info, then the code is considered no crime (N/A)	NA
2001	ARS	Arson	Arson - Business-Endangered Life	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
2002	ARS	Arson	Arson - Residence-Endangered Life	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
2003	ARS	Arson	Arson - Business-Defraud Insurer	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
2004	ARS	Arson	Arson - Residence-Defraud Insurer	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1


2005	ARS	Arson	Arson - Business	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
2006	ARS	Arson	Arson - Residence	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
2007	ARS	Arson	Burning Of (Identify object in comments)	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 2.	Level 2
2008	ARS	Arson	Arson - Public Building-Endangered Life	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
2009	ARS	Arson	Arson - Public-Building	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
2099	ARS	Arson	Arson	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
2101	EXT	Extortion	Extortion - Threat Injure Person	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 2.	Level 2
2102	EXT	Extortion	Extortion - Threat Damage Property		Level 2
2103	EXT	Extortion	Extortion - Threat Injure Reputation		Level 2
2104	EXT	Extortion	Extortion - Threat Accuse Person Of Crime		Level 2
2105	EXT	Extortion	Extortion - Threat of Informing of Violence		Level 2
2199	EXT	Extortion	Extortion		Level 2
2201	BURG	Burglary	Burglary - Safe-Vault	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
2202	BURG	Burglary	Burglary - Forced Entry-Residence	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1


2203	BURG	Burglary	Burglary - Forced Entry-Non-Residence	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
2204	BURG	Burglary	Burglary - No Forced Entry-Residence	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
2205	BURG	Burglary	Burglary - No Forced Entry-Non-Residence	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
2206	BURG	Burglary	Burglary Tools - Possession	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
2207	BURG	Burglary	Burglary - Banking-Type Institution	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
2299	BURG	Burglary	Burglary	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
2301	LARC	Larceny	Pocketpicking	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
2302	LARC	Larceny	Purse Snatching - No Force	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
2303	LARC	Larceny	Shoplifting	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
2304	LARC	Larceny	Larceny - Parts from Vehicle	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 2.	Level 2


2305	LARC	Larceny	Larceny - From Auto	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 2.	Level 2
2306	LARC	Larceny	Larceny - From Shipment	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 2.	Level 2
2307	LARC	Larceny	Larceny - From Coin Machine	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 2.	Level 2
2308	LARC	Larceny	Larceny - From Building	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 2.	Level 2
2309	LARC	Larceny	Larceny - From Yards	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 2.	Level 2
2310	LARC	Larceny	Larceny - From Mails	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 2.	Level 2
2311	LARC	Larceny	Larceny - From Banking-Type Institution	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 2.	Level 2
2312	LARC	Larceny	Larceny - From Interstate Shipment	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 2.	Level 2
2313	LARC	Larceny	Obstruct Correspondence (postal violation)	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 2.	Level 2
2314	LARC	Larceny	Theft Of US Government Property	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 2.	Level 2


2315	LARC	Larceny	Larceny On US Government Reserves	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 2.	Level 2
2316	LARC	Larceny	Larceny - Postal	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 2.	Level 2
2399	LARC	Larceny	Larceny	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 2.	Level 2
2401	SV	Stolen Vehicle	Theft And Sale Vehicle	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 2.	Level 2
2402	SV	Stolen Vehicle	Theft And Strip Vehicle	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 2.	Level 2
2403	SV	Stolen Vehicle	Theft And Use Vehicle Other Crime	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 2.	Level 2
2404	SV	Stolen Vehicle	Vehicle Theft	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 2.	Level 2
2405	SV	Stolen Vehicle	Theft Vehicle By Bailee	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 2.	Level 2
2406	SV	Stolen Vehicle	Receiving Stolen Vehicle	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 2.	Level 2
2407	SV	Stolen Vehicle	Strip Stolen Vehicle	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 2.	Level 2


2408	SV	Stolen Vehicle	Possession Stolen Vehicle	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 2.	Level 2
2409	SV	Stolen Vehicle	Interstate Transportation of Stolen Vehicle	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
2410	SV	Stolen Vehicle	Aircraft Theft	If the sentence is greater than 1 year, then it's a Level 1.  If the sentence is less than or equal to 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 2.	Level 2
2411	SV	Stolen Vehicle	Unauthorized Use of Vehicle (includes joy riding)	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
2499	SV	Stolen Vehicle	Stolen Vehicle	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 2.	Level 2
2501	FORG	Forgery	Forgery Of Checks	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
2502	FORG	Forgery	Forgery Of (identify in comments)	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
2503	FORG	Forgery	Counterfeiting Of (identify in comments)	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
2504	FORG	Forgery	Pass Forged (identify in comments)	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
2505	FORG	Forgery	Pass Counterfeited (identify in comments)	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1


2506	FORG	Forgery	Possession Forged (identify in comments)	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
2507	FORG	Forgery	Possession Counterfeited (identify in comments)	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
2508	FORG	Forgery	Possession Tools For Forgery/Counterfeiting	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
